username,review_text,rating,at,appversion,sentiment,label_source,review_length
Intan MEA,Menyenangkan banyak promo,5,2024-01-16 10:40:40,4.81.1,positive,rating_rule,25
Junaidi Bonett,Ruwetttttt,1,2024-01-16 15:03:14,4.81.1,negative,rating_rule,10
najma. rusyady,Kala banyak diskonnya yang gak perlu syarat,5,2024-01-16 15:24:16,4.81.1,positive,rating_rule,43
Arie Hidayat,Mau gofood aja harus nunngu 30 menit  1 jam lamanyaa posisi Drive juga ketauan ada dimana Udah pake aplikasi gojek dari 2018 tapi makin kesini makin kesana Tolong segera diperbaiki,5,2024-01-16 08:14:26,4.81.1,positive,rating_rule,180
Santi Santi,Luar biasa sangat memudahkan dan sangat ekonomis,5,2024-01-17 04:04:48,4.81.1,positive,rating_rule,48
Niluh Ayu Nur Fitriah,Sudah tidak diragukan lagi aplikasi sangat membantu dan semakin banyak fitur baru yang kerenkeren Driver cepat didapat dan pengantaran sesuai estimasi waktu,5,2024-01-17 03:30:20,4.81.1,positive,rating_rule,156
Alexander Kusuma,Luar biasa Muahalll Masak beli bubur harga 18 rb dekat rumah ongkirnye 16 rb  biaya aplikasi 3 rb  biaya siluman lain seribu Aplikasi pencekik anak bangsa Pantas aja sahamnya jeblok terus sejak buka Mending kalo pesen makanan ke GRAB aja Ongkir masuk akal hsrgs makanan jg masuk akal,3,2024-01-17 03:27:04,4.81.1,neutral,rating_rule,283
Renata Azury,Dirawat baik2 eh setelah di update malah ga jelas,1,2024-01-17 03:11:46,4.81.1,negative,rating_rule,49
Hima Narulita Narulita,Habis d updateknp jd lemot,1,2024-01-17 02:44:49,4.81.1,negative,rating_rule,26
irwan susanto,Mantuullll,5,2024-01-17 02:43:17,4.81.1,positive,rating_rule,10
kito Sugiarto,Waktu penjemputan dan pelayanan ok,5,2024-01-17 02:41:46,4.81.1,positive,rating_rule,34
Yasmin Al mubarok,Okey lh,5,2024-01-17 02:37:10,4.81.1,positive,rating_rule,7
prima 1188,Driver gojeg skrg banyak yg g profesionalg punya etika n parahnya kmrn pake jasa ojeg buat anter bapak tau tau marah cz yang dianter difabel dan seolah merendahkan bapak saya pdhl sblm sblm driver laen e g kayak gitu mau laporan juga g ada akses kecuali datang k off gojeg,1,2024-01-17 02:06:44,4.81.1,negative,rating_rule,272
LexQLeon & empat psykopi,agak ngebug aplikasi nya,2,2024-01-17 03:54:17,4.81.1,negative,rating_rule,24
Dionisia Aprillia,Saya tidak bisa melakukan edit tiket edit tiket tidak tersedia di aplikasi saya,2,2024-01-13 05:42:22,4.81.1,negative,rating_rule,79
Ambar Erlinda,Aplikasinya sangat membantu memper mudah jika ingin berpergian dan saat lapar tapi malas masak dan malas keluar tinggal pesan saja udah dianterinpokoknya mantap dech,5,2024-01-17 05:37:35,4.81.1,positive,rating_rule,165
Mamang Xploit,Promonya banyak yang pake gopay later yang tunaigopay dikit,3,2024-01-12 20:39:42,4.81.1,neutral,rating_rule,59
stevi gosal,Mudah cara pakainya aman dan banyak promo,5,2024-01-17 05:25:49,4.81.1,positive,rating_rule,41
kristin samdamery,Veryy good thanks,5,2024-01-17 05:10:03,4.81.1,positive,rating_rule,17
Suhendi Suhendi,Setelah di update tdk bisa ke buka apk nya,2,2024-01-17 04:57:13,4.81.1,negative,rating_rule,42
Aprilia Dini,Top up gopay gak masukmasuk padahal dari saldo drivernya udah berkurang gopayindonesia gojekindonesia pelayanannya sekarang makin menurun topup saldo gopay dari drivsr tidak masukmasuk tanya adminnya bilang saldo sudah ke kirim padahal tidak ada saldo yg masuk sama sekali Tidak ada jalan keluar yg di berikan sama sekali Sudah saya tunggu 2 hari tetapi di gopaygopay tabungan belum saja masuk tanggung jawab dari pihak gojeknya mana Gak ada,1,2024-01-17 04:56:02,4.81.1,negative,rating_rule,441
Mila Siti Hanipah,Setelah update beli pulsa malah pending tau gitu mending beli di apk lain jelek banget ni gojek padahal biasa nya gak gitu orang beli pulsa tuh urgent,1,2024-01-17 04:41:45,4.81.1,negative,rating_rule,150
Marvin Albert,Apalah daya user gopay tapi tidak ada promo gopay  semua promo hanya paylater,1,2024-01-17 04:27:20,4.81.1,negative,rating_rule,77
astri ana,Kalau pesan gofood terlalu lama datang nyapadahal jarak nya dekat,2,2024-01-17 01:39:11,4.81.1,negative,rating_rule,65
Dede Soegiharti,Promo banyak ga kepake Apaan sih pake ada  promo pake kartu kredit  debet Bank bla bla bla bla Lah klo ga punya kartu Bank tsb gmn  Makin kesini makin ga jelas promonya Sdh gitu makin mahal ongkosnya,2,2024-01-17 01:32:39,4.81.1,negative,rating_rule,199
Ahmad Anuradha Sariman,Kenapa dari kemarin saya update aplikasi malah jadi blank putih jadi susah buka Ada apa ini Padahal sebelum update aplikasi lancar2 saja Mohon penjelasannya masalahnya apa,3,2024-01-16 21:56:29,4.81.1,neutral,rating_rule,171
Eri Sanny,Waktu pemesanan lama dan dapat yang jauh driver nya bagus banget pelayanan gojek makin lama makin aneh,3,2024-01-16 21:52:43,4.81.1,neutral,rating_rule,102
Salsabila Shanum,Sangat membantu untuk transportasi bagi pendatang,5,2024-01-16 20:51:05,4.81.1,positive,rating_rule,49
Achyan Mandagi,Balikin duit gue Slalu restart Bikin kesel Smoga berkah hidup Loe,1,2024-01-16 20:04:01,4.81.1,negative,rating_rule,65
Wawan Setiawan,Gopinjam nya tidak bisa di gunakan lagi setelah di bayar lunas,1,2024-01-16 19:11:19,4.81.1,negative,rating_rule,62
Angga Maulana,Aplikasi payah lemot semua nya serba lamaa,1,2024-01-16 19:02:22,4.81.1,negative,rating_rule,42
BlueSea,Aplikasi sampai sekarang masih sering crash tolong diperbaiki lagi transfer bank gak bisa,1,2024-01-16 18:57:53,4.81.1,negative,rating_rule,89
toni prasetyo,Biaya admin dan gojek nya agak mahalan,4,2024-01-16 17:34:54,4.81.1,positive,rating_rule,38
Aldina Permata Sari,Mau daftar nunggu sms code tapi gak masuk masuk,5,2024-01-16 17:26:46,4.81.1,positive,rating_rule,47
bguz lta,Tingkatkan terus untuk Pelayanan ke cuatomer,5,2024-01-16 17:22:02,4.81.1,positive,rating_rule,44
DEP Channel Universal,Masih mengganjal transaksi tgl 20 Maret 2023 top up 100rb pembelian koin top up wesing 69500 kok hilang semuanya terpotong 100rb,3,2024-01-16 17:20:30,4.81.1,neutral,rating_rule,128
Ran,Suka errorga respon jga apk sering ga ada tanggapan Juga lemot batt sering muncul periksa koneksi internetwifi padahal buka apk lain lancar aja gdk kendala di jaringan,1,2024-01-16 17:18:25,4.81.1,negative,rating_rule,167
reni 9944,Wonderfull,5,2024-01-13 04:43:45,4.81.1,positive,rating_rule,10
Nita Setyawati,Syg nya klo tgah MLM sring PD d btalin,5,2024-01-16 16:55:38,4.81.1,positive,rating_rule,38
Byan Vineida,penjemputan sangat cepat,5,2024-01-16 16:11:58,4.81.1,positive,rating_rule,24
Rischa wahyu Utami,Mau buat pembayaran nunggu terus,4,2024-01-16 15:46:35,4.81.1,positive,rating_rule,32
Wina Kristina,Hp saya ketinggalan dimobil nya malah gak ada bantuan,1,2024-01-16 22:03:51,4.81.1,negative,rating_rule,53
Haris Wahyono 1927,Saya sangat kecewa kepada pihak gojek tidak dan solusi memberikan keadilan bagi saya mengenai gopay saya terblokir dan saya udah melaporkan ke pihak gojek mengenai gopay milik saya kena hacker tapi jawaban gojek tidak bisa memberikan solusi nya padahal saldo gopay saya 500 ribu itu saja berharga bagi saya untuk mengumpulkan jernih payah saya menjalankan tiap orderan yg diberikan saya sebagai driver selalu saya menjalankan dengan baik,1,2024-01-16 22:27:37,4.81.1,negative,rating_rule,437
norma kristiani,Selalu kasih promo,5,2024-01-16 22:49:12,4.81.1,positive,rating_rule,18
Nadhira Nafeeza,Susah banget dpt driver,1,2024-01-17 00:39:00,4.81.1,negative,rating_rule,23
Gabriel Fikri,APALAH ARTI DARI VISI DAN MISI  NGELIAT DRIVER PESANAN MAKANAN KITA AJA JARAK 300 METER AJA KAGAK BISA,1,2024-01-17 01:22:33,4.81.1,negative,rating_rule,102
Alberto Halim,Bisa bantu saya untuk mencari kendaraan  makanan dan mengirim paket saya  terima kasih gojek,5,2024-01-17 01:19:47,4.81.1,positive,rating_rule,92
Ika Yulilasari,Mantap smoga tmbh trus diskon y klu sering2 mesen apa pun d gojek,5,2024-01-17 01:12:08,4.81.1,positive,rating_rule,65
Siti Aisyah,untuk aplikasi gojek semoga kdpanya bisa lebih baik dan diprbaiki yang kurang dari aplikasi ini untuk driver speda dimohon pngrtianya prnah pas order salah taruh alamat jemputnya driver speda sudah datang namun saya kan sudah ganti biaya ordernya terus yang nyuruh batalin inisiatif dari drivernya sendri terus pas aq order gocar drivernya pas dalam mobil mbahas yang masalah aq salah taruh tujuan brprgianya itu aq kecewa takutnya kalau kita sebagai pelanggan tetap namun di anggap buruk driver lain,3,2024-01-17 00:43:59,4.81.1,neutral,rating_rule,500
Hbuds Hentyobudi,Aplikasinya sngt mudah di gunakan,5,2024-01-17 00:36:11,4.81.1,positive,rating_rule,33
Wilda Rulita,Sejauh ini nyaman dan aman,5,2024-01-13 03:30:08,4.81.1,positive,rating_rule,26
mobile legend,Aplikasi paling gajelas setelah akulku tidak pernah telat pembayaran eh tau tau diblokir wkwkw,1,2024-01-17 00:32:11,4.81.1,negative,rating_rule,94
Hasto Wibowo,1 Ok Bisakah nomor telp yang menghubungi Pelanggan dari nomor yang sama 2 Panggilan tidak muncul nomor  hanya nada dering saja tidak bisa dieksekusi 3 Jika panggilan yang hanya berupa nada dering tidak dijawab maka beralih ke HP lainnya meski sudah dipakai oleh orang lain Poin 23 sangat mengganggu,4,2024-01-17 00:22:05,4.81.1,positive,rating_rule,298
Lisa Meidina,Ini aplikasinya knp ya setiap pakai tws kalo ada telpon dri driver slalu gak ada suaranya trus twsnya jd gak bisa bunyi kecuali restart hp atau ganti tws padahal tws dipakai telpon biasa atau wa dll gak apaapa,2,2024-01-17 00:14:24,4.81.1,negative,rating_rule,209
hibatullah asyraf,100,5,2024-01-16 08:16:42,4.81.1,positive,rating_rule,3
cloudof rn4,Terlalu banyak iklanmengganggu sekali,1,2024-01-17 06:10:24,4.81.1,negative,rating_rule,37
Ali Usman,Udah di update sinyal hp ada kok masih keterangannya sinyal saya tak ada gimana ni gojek kok aplikasinya di hp saya makin parah,2,2024-01-14 04:17:41,4.81.1,negative,rating_rule,127
avey simulator,Parah pesen makan di go pood lama nya minta ampun sampe kelaperan pantesan banyak ke apk sebelah,1,2024-01-15 06:11:25,4.81.1,negative,rating_rule,96
kristina irmawati,Kok per 2024 ga bisa dibuka ya Selalu bilangnya tidak menanggapi,2,2024-01-15 06:00:49,4.81.1,negative,rating_rule,64
Hilman Pratama,gopaylater tibatiba diblok tanpa alasan apapun,1,2024-01-15 05:46:16,4.81.1,negative,rating_rule,46
Pengguna Google,Limit gopay pinjam sudah 26 jtpengajuan tgl 15 Jan 24 setelah di ajukan mlh di tolak dan di suruh ajukan LV tgl 15febuari24 Ga ad duitnya jgn nawarin pinjaman bos,1,2024-01-15 05:41:35,4.81.1,negative,rating_rule,162
Sisilia Mogi,Bagusn saya langganan tetap terima kasih Gojek sukses selalu,5,2024-01-15 05:17:54,4.81.1,positive,rating_rule,60
Fathir Indra,Dgn gojek semua jd mudah,5,2024-01-15 05:15:14,4.81.1,positive,rating_rule,24
Dee Cresentia,sejak pindah k gopay baru semua jadi aneh limit gopaycicil lenyap limit gopay latter merosot sekarang malah tifak bisa digunakan gopaylatter tiba2 di blokir bukan cuma punya saya semua yg pake gopay latter juga katanya g bisa dipakai padalhal limit masi bnyak kembalikan gopay yg dulu yg lancar jaya,1,2024-01-14 05:15:22,4.81.1,negative,rating_rule,299
Public Bjigur,Supir banyak sekali yg mempermainkan pelanggan dibikin nunggu tapi ternyata cancel padahal kita sedang mengejar waktu,1,2024-01-14 05:31:41,4.81.1,negative,rating_rule,117
Rifky Adriansyah,Jelek Nge bug dan gak berfungsi saat menambahkan kartu,1,2024-01-14 05:33:28,4.81.1,negative,rating_rule,54
Wulan Wijayanti,Gw udah top up banyak mau bayar listrik karena tergiur sama promo cashback nya pas udah bayar malah gabisa gagal terus Klo ga niat kasih promo cashback gausah embel kan jadi harus top up lagi ke app lain Buang duit lu kira gampang cari duit,1,2024-01-15 04:27:35,4.81.1,negative,rating_rule,240
ACO KEDIRMAN,Maaf aku kasi bintang segini soalnya aku sdh kesal sekarang orderan jemputnya jauh jauh kita rugi di minyak manah susah antri bisa sampai 1jam baru dapat minyak jadi tolong di pihak gojek diperbandingkan kin dong sistimnya jangan menyiksa drever,2,2024-01-14 05:41:18,4.81.1,negative,rating_rule,245
Yuni Wagner,Gk bs buka gojek beberp hari pdhl udh updatesisa saldo hilang dh,4,2024-01-14 05:49:51,4.81.1,positive,rating_rule,64
Herry Susanto,Ga bisa dibuka,5,2024-01-15 03:49:06,4.81.1,positive,rating_rule,14
Heartman Manik,Iiitzhhh Hh ni h hhhhhu,1,2024-01-14 04:24:09,4.81.1,negative,rating_rule,23
Lina Hanum,Slmt pagi ka mau tanya ko gopay pinjam saya tidak tertera ya  soalnya saya mau bayar tagihan  Mohon bantuannya kak,5,2024-01-14 03:41:20,4.81.1,positive,rating_rule,114
Rama Hernando,Bagus pelayanannya next update GPSnya jangan bikin ruwet penjemputan kasihan drivernya muter nyari posisi kita,2,2024-01-15 09:58:21,4.81.1,negative,rating_rule,110
Novita Indah Lessontry,Aplikasinya sangat bermanfaat,5,2024-01-15 06:41:06,4.81.1,positive,rating_rule,29
Sugeng Pambudi,Senang pakai aplikasi ini sangat membantu disaat dibutuhkan terus masuk,5,2024-01-14 01:27:15,4.81.1,positive,rating_rule,71
Cger Berkicau,Aplikasi transportasi terbaik,5,2024-01-15 09:36:31,4.81.1,positive,rating_rule,29
An Widosari.,Terimakasih gojek  gopaylater saya sudah aktif semoga ke depan gak ada masalah lagi,5,2024-01-15 09:36:27,4.81.1,positive,rating_rule,83
Kokom Sutarko,saya topup gopay dari tgl 12 sampe sekarang belum masuk,1,2024-01-15 08:33:46,4.81.1,negative,rating_rule,55
Oppo A39,Koneknya agak lama,5,2024-01-15 08:16:34,4.81.1,positive,rating_rule,18
Hendra 043,Mengecewakaneror terus,1,2024-01-15 08:07:19,4.81.1,negative,rating_rule,22
Smart Daily Official,Hapus lah dobel Order gofood nya bikin makanan saya anyep jdi ga mood makan nunggu sejam lgi,1,2024-01-14 03:17:32,4.81.1,negative,rating_rule,92
zian Kalalo,aplikasi ini semuanya bagus cuma aneh aja pas di update masa fitur gotix untuk liat dan pesan tiket bioskop udah gada agak sedikit kecewa karena gada fitur gotix nya lagi,3,2024-01-14 03:24:26,4.81.1,neutral,rating_rule,170
Muhammad Febrianor,Promonya di banyakin lagi ya,4,2024-01-15 06:54:15,4.81.1,positive,rating_rule,28
triana kolila,Bayar paylater nya bisa di indomaretalfa dong min Biar gak ribet,3,2024-01-15 06:51:13,4.81.1,neutral,rating_rule,64
fxjacky widjaja,the best,5,2024-01-14 03:34:54,4.81.1,positive,rating_rule,8
Johan Ady Nugroho,Ini kok gak ada opsi berhenti berlangganan GOFOOD Plusnya ya Waktu itu ada sekarang gak ada,1,2024-01-14 03:41:12,4.81.1,negative,rating_rule,91
Achira Fendra,Terimakasih utk driver gojek Alhamdulillah saya slalu dapat driver yg baik,5,2024-01-15 06:43:37,4.81.1,positive,rating_rule,74
Ahmad Sahlabi,Aplikasinya sering eror pas mau dipake padahal saldo banyak tp ngga bisa terus parah,1,2024-01-15 03:00:42,4.81.1,negative,rating_rule,84
Heriy Yant,Pokok 800rb Bunga telat ny 32rb sehari klo telat pnjm uang di gopay pinjam sadiss jg findaya,2,2024-01-15 02:49:57,4.81.1,negative,rating_rule,92
Sanudin Udin,Okmudahn sukses terussangat membantu saya yg ga pdpecaya dirimakan di tempat,5,2024-01-15 02:23:51,4.81.1,positive,rating_rule,76
Time Is money,Hanya memikirkan tampilan dari aplikasinya saja tanpa memikirkan sistem 100 bikin kesulitan makin aneh,1,2024-01-14 18:32:33,4.81.1,negative,rating_rule,102
Josua Pesta Arivado Hutagalung,Nunggu gofood lama,1,2024-01-14 17:09:18,4.81.1,negative,rating_rule,18
Pengguna Google,Gojek sangat membantu saya dalam beraktifitas Tapi sangat mengecewakan akhirakhir ini Gopay saya sudah 2 kali di debet lebih dr jumlah tertagi dan tidak diganti atau dikreditkan kembali Sangat mengecewakan,4,2024-01-14 17:00:15,4.81.1,positive,rating_rule,205
Bagas Aulia Pratama,Sangat ekonomis harganya,5,2024-01-14 16:42:39,4.81.1,positive,rating_rule,24
Raihan Ahsan,Sistemnya ngaco,1,2024-01-14 14:31:58,4.81.1,negative,rating_rule,15
Safrida Armia,Heneendntrbdfnc tak,3,2024-01-14 11:47:42,4.81.1,neutral,rating_rule,19
Indra AUTO TV,Ada nya Gojek Mengurangi Pengangguran,5,2024-01-14 13:52:54,4.81.1,positive,rating_rule,37
Rayhan Caesarinov10,Uang ilang 100k Nyesel nyimpen di Gojek,1,2024-01-14 12:14:39,4.81.1,negative,rating_rule,39
Satrio “rio-chan” Nugeroho,Udah install sering pake jg masih sering muncul iklanpromo segala bikin eneg,4,2024-01-14 13:42:23,4.81.1,positive,rating_rule,76
Erly Kwok,Untuk gopay latter nya amat sangat buruk Belum telat tanggal udh di hubungi melulu giliran sgr di byr sblm di hubungi malah gopay latter sama sekali ngga bisa di gunakan Payah,1,2024-01-14 12:29:44,4.81.1,negative,rating_rule,175
About Kii,Udah 2x pesan gofood minggu ini tapi driver ga dapat terus Mana ga bisa dicancel Gimana sih Orang udah keburu kelaparan tolol,1,2024-01-14 13:28:47,4.81.1,negative,rating_rule,125
Debby Mahyuni,Driver gocarnya parah Pesan tp driver gk kunjung datang posisi tidak bergerak ditlp gk diangkat dichat gk diread mengabaikan penumpang menunggu terlalu lama,1,2024-01-14 13:23:54,4.81.1,negative,rating_rule,156
Tien Rustini,ga bs buka gojek,3,2024-01-14 09:28:35,4.81.1,neutral,rating_rule,16
Laylul Amaliyuddin,Jek jek,5,2024-01-14 22:02:44,4.81.1,positive,rating_rule,7
Rehan gori,Apk yg sangat bermanfaat,5,2024-01-14 08:53:14,4.81.1,positive,rating_rule,24
Inri Rosaria Beadagara Sihombing,Sekiranya bisa lebih cepat penyelesaian masalahnya,1,2024-01-14 07:55:07,4.81.1,negative,rating_rule,50
Andi Cahyono,semakin praktis tapi koq kebanyakan biaya lain,4,2024-01-14 06:19:31,4.81.1,positive,rating_rule,46
Rizky Amalia,ok trimakasih,5,2024-01-15 02:12:51,4.81.1,positive,rating_rule,13
Santi Santi,Mantulll,5,2024-01-15 01:46:03,4.81.1,positive,rating_rule,8
Dedi Erna,Mantap Sementara saat ini belum saya gunakan,5,2024-01-15 01:40:27,4.81.1,positive,rating_rule,44
Lisma Riyantika,Gopay laternya tolong dibenerin ya Masa Setiap kali mau bayar tagihan selalu perbaikan Selalu lo itu saya harus nyoba 10x setiap waktu mau pembayaran Tolong perbaiki,4,2024-01-15 01:34:24,4.81.1,positive,rating_rule,165
Ipenk Saputra,Aplikasi Transportasi Online Paling Tua,5,2024-01-15 01:08:32,4.81.1,positive,rating_rule,39
Hayang Kawin,Makasih,5,2024-01-15 01:05:59,4.81.1,positive,rating_rule,7
Masruroh Masruroh,Mantul bos,5,2024-01-14 23:07:39,4.81.1,positive,rating_rule,10
Rofa,Ini kenapa deh kok lokasi tidak ketemu terus pdhl itu public bgt dan g mgkn klo g d di maps masa sekelas st ps senen aja g da btw ini udh di update dan udh diizinkan akses lokasi aplikasi sblh aja bisa kok,2,2024-01-14 08:38:41,4.81.1,negative,rating_rule,205
Dika “Jaroet” Kaka79,Kenpa saya tidak bisa upgrade ke gopay plus padahal semua data yang sudah ku masukkan itu data real,1,2024-01-15 00:17:59,4.81.1,negative,rating_rule,99
Zazuli Zaytsev,Terimakasih sangat membantu menggantikan peran saat tidak bisa jemput orang terdekat,4,2024-01-15 00:09:35,4.81.1,positive,rating_rule,84
Âlshad Gentala,Aku pesen gojek dan dia ga mau masuk dan jemput tidak sesuaii titik dia nunggu di pinggir jalan Sedangkan titik nya di dalem lmnyan jauh aku blg sesuai titik Dan dia nyolott ah ribett katany yauda kl ga mau ribet saree di imah ulaaah nge gojeekk dia yg cancell rasa nyaa aku pgn ngmng balik ke si mang nya tuh Cuman sayang dia yg cancel jdi gda tuh riwayat nya di saya  Kalau ada udh di laporin tuh,1,2024-01-15 00:04:00,4.81.1,negative,rating_rule,398
Hani Widiya,Maaf bintang 1skrg paylater ny lucu sekali telat 1 hari denda 50 ribuudh di bayar di blokirmening yg dlu drpd yg skrng,1,2024-01-14 23:59:36,4.81.1,negative,rating_rule,118
TOPAN MULIA,MANTAP ALPIKASI GOJEKNYA TOLONG DONG DI PERBAIKI LAGI ALPIKASI KETIKA HUJAN SAYA NGGK DAPAT DRIVER SAYA BEJALAN KAKI DARI RUMAH SAYA KE KAMPUS SAYA dan tolong dong diperbaiki juga saat server padat merayap lagi banyak orderan,1,2024-01-14 23:58:00,4.81.1,negative,rating_rule,225
Princess kireina,Knpa go med tdk ad lg di apk gojek sya ypdhal kan sya sering pake,3,2024-01-15 09:57:46,4.81.1,neutral,rating_rule,65
